Sampling Freq:,Counter:,Time:,F3:,F4:,P7:,FC6:,F7:,F8:,T7:,P8:,FC5:,AF4:,T8:,O2:,O1:,AF3:
,238,17.0435607048743,-1943,1628,7869,7338,-1399,-7553,1390,5505,-8028,1207,2829,-5850,-5973,-3441
,239,17.08439170251109,1495,-3616,-5175,-5587,5788,-6692,-3305,6949,-821,5946,-5744,-6906,-7326,-6208
,240,17.12264823084351,7571,2699,-2859,-6337,-3672,5148,8125,7420,-6380,5025,-8153,-4855,-1733,2321
,241,17.155138717709015,7513,-5742,1549,-4843,-64,3889,7005,5489,-4933,1739,253,-4009,-7142,-4688
,242,17.192745213924713,139,-6481,2355,-2975,2831,616,-7588,-7455,-1262,-592,-275,-538,-1122,-2021
,243,17.226327925807386,-6442,6838,2547,-5866,476,1160,-598,6403,4762,-3055,-515,8117,5353,-5697
,244,17.259914486564433,-5362,-7846,1362,584,1824,-4124,7741,-4774,4188,-6148,-4584,-6057,-5246,-1177
,245,17.292319442888264,5591,-79,-5155,6717,-2864,-6864,-2808,-3245,-7226,7966,-2647,2525,-554,5162
,246,17.32748575275002,-5624,7629,-2642,-6856,7117,1711,6531,8106,-7183,2346,5529,-7446,140,4062
,247,17.360367969496387,6777,-5648,-4907,163,2004,-3135,-3684,141,-4077,-5720,1400,5725,-4211,-3987
,248,17.394193160464706,3999,66,-1300,-7070,-1339,651,6723,-7174,-2333,-5808,-5874,5628,-1398,-6951
,249,17.426146515528497,-6970,-4654,-7577,5281,-3097,5786,-3848,-5015,-1913,-7104,-4805,-2801,-5159,2910
,250,17.457373716293482,-3934,1373,49,5480,-733,6900,5872,350,6848,6647,7467,-4665,3623,-381
,251,17.488041547315923,5346,4521,-3451,-7951,7716,2938,1178,5956,-252,5958,1205,-5881,7314,2042
,252,17.518206031100615,3555,-7423,1495,7792,-4702,1146,-8163,341,4252,-5994,936,-1624,7387,7484
,253,17.55020899387858,-3215,-3990,-1835,-5732,-3605,-755,-3885,7228,-4439,-7705,-2062,3744,6624,1382
,254,17.582900049864307,-5374,8031,4029,3249,6802,-6399,-3262,5289,5648,918,296,5928,-3568,-313
,255,17.61380266222364,-2077,-3291,6000,-4539,-236,-7875,-3695,3691,-3082,2709,-655,-7610,-7983,7991
,256,17.646156300222465,-1537,-5588,-5641,5934,-2868,-4309,-4387,8085,-4967,-805,1253,-4517,6932,-4303
,257,17.676514510684047,6577,7289,4171,7782,-5189,6079,4843,7264,3850,-3116,-3649,-5033,3493,5769
,258,17.70722125810295,3998,1016,14,4489,-777,-5272,6937,-940,-4719,3386,5037,-5220,649,2052
,259,17.739281953996542,-4665,4572,-3243,3267,2447,5771,5491,-7613,-7482,3549,-3976,-3195,8014,-3551
,260,17.7704822126409,6906,5372,-6513,-668,6201,2215,-2373,-6038,-380,5135,3411,6962,5746,2977
,261,17.805872184869134,3363,-4788,-3488,-5968,7960,5805,-5017,-3545,-3193,-3767,775,7144,-2384,-3584
,262,17.837297388838092,7114,6222,-2807,5090,790,-6222,4014,7997,-4833,-7961,2201,-1503,3886,1108
,263,17.8681730590768,1970,-7002,5428,-3078,-3155,-7237,4937,-828,7342,-4590,-3540,-6515,2985,6417
,264,17.899273246987402,2038,3074,3216,-633,2222,-943,-6647,5992,3584,-6455,-3753,8176,-1503,2945
,265,17.93034178859758,299,7061,-7674,-1325,-3274,-6694,-7454,7650,-3843,6093,2585,-6976,7654,6198
,266,17.96090741062272,-5351,-4171,7643,6704,-3644,-6113,2021,2999,1275,6845,1353,3055,1923,-6604
,267,17.99097866611699,-5410,4243,6514,-8147,-1285,-3204,-2075,218,6461,-1609,7143,-800,-4622,3274
,268,18.025769924553508,2483,7157,8058,4658,-8115,597,-1247,-5581,-253,3610,-1238,3841,-4917,4602
,269,18.059276086601383,6444,4259,-1464,-7631,-4968,7774,6076,-5003,526,-1298,2092,-5913,5411,-6422
,270,18.08972495943714,-5455,289,-5402,6295,3078,-5944,-1823,6922,1729,-865,695,2147,6911,5928
,271,18.12087518271462,3165,7290,3480,2767,1363,-6974,-2662,-2018,-2004,-5950,7422,-4464,6632,3990
,272,18.151835528189583,2225,-5458,2509,1488,5703,4094,-4031,3472,-3792,-2744,6142,-7837,-1048,1180
,273,18.182776629292672,-3591,6406,5366,2215,4564,-1031,-6423,-2010,-370,133,1877,5888,-2136,-4259
,274,18.212746958747765,-6518,-7235,6304,7315,-7870,-5177,5395,6281,1504,-4806,7696,-3694,-2216,7293
,275,18.245499596723494,4190,626,-5510,81,5085,265,-5366,3814,-2684,616,1043,7850,3401,-1621
,276,18.275800929374867,1685,-5363,3244,-6068,-6637,164,1676,-3549,8141,58,-1074,4478,6600,-7030
,277,18.309307946728158,-7788,-2645,-6614,-5773,-7958,-1766,1098,7767,-2853,4816,4320,6532,-6831,-4239
,278,18.340374350074796,-973,1650,7043,7801,-1527,5273,-6525,4506,-1436,-5188,-4021,-7780,-2776,1489
,279,18.37102336437807,3903,-5928,5610,1068,-1390,-971,-921,-250,812,1661,-3978,-1581,1336,-3240
,280,18.400962047532744,2998,5592,4261,4858,6786,-5051,6656,-4926,-6212,-1531,-2376,-2924,-2174,3793
,281,18.43805621580382,1948,7535,1834,-3011,2744,-1222,8024,592,-7676,1305,6886,-6663,4719,-4573
,282,18.470032664113866,1399,-3354,7395,-1212,2730,-7606,-2460,-5156,-2128,3903,4644,-2083,1938,4327
,283,18.50043021862462,3184,6106,2892,-901,-1822,-1209,2957,4181,-5457,-4501,7324,3593,-6377,1150
,284,18.530145667065526,-6372,6741,8141,6515,-7634,-681,-6680,-96,-5280,-5852,1765,-6819,-1382,-4351
,285,18.56163159771907,629,-2224,8073,5624,3765,-3086,-1517,-4995,-5939,-4544,3379,-207,230,2330
,286,18.59228702681297,-6537,6254,-5301,-2689,6648,456,-5750,1977,7076,-7858,1235,924,2933,-1707
,287,18.622087578142843,2650,7845,1515,5414,-1127,4971,3138,-3369,1668,-1366,173,-3453,5324,-4339
,288,18.653366952538246,5208,4092,5449,7555,-8054,-1072,5989,-7004,6231,3364,8101,1225,-672,2377
,289,18.688506747932085,-3984,-5008,-4138,2614,-2038,7972,880,-7493,-5350,6097,2898,2498,-6458,-1151
,290,18.719665524263732,-3790,-3970,-1224,-7739,7469,-457,601,-4037,1511,3811,-3600,-1800,-4955,-1723
,291,18.750668207356824,-3344,3206,-4531,688,6199,-1970,-6911,3434,3405,-4211,3754,2013,1806,1172
,292,18.781199617165296,-2272,5900,4639,-328,6029,-1325,-32,2085,-2915,-4897,-5409,-3236,4403,-2011
,293,18.811837084845443,7633,1719,5157,5669,-3638,-7023,-6435,6856,1294,6588,3227,-3789,7588,1339
,294,18.842082394992016,5828,5700,7210,5892,4610,-6777,1002,6165,-2260,-5453,-421,-6796,2386,-5601
,295,18.873366045914505,-6385,-3723,-5208,-2912,5699,-2414,5752,5885,-1375,7408,7877,-5547,-6828,4020
,296,18.906111841446904,7040,-6791,5325,4982,-7931,5183,-4036,-1404,5208,-5996,6063,597,-432,7913
,297,18.94129825098595,-2554,-3158,4923,-129,-4948,3904,7827,985,341,-913,-7671,5976,-5449,-6826
,298,18.97231547427113,6482,161,1470,358,-4734,6930,-2279,7063,4339,4602,4326,-5027,2601,5144
,299,19.002518019146866,-3904,4441,3521,-5576,4577,-4389,6721,-4976,-7781,-2225,1340,-5074,2226,-1528
,300,19.03320851576285,-5393,5568,2909,-1283,265,2883,-129,5020,2524,83,-4177,5806,-2124,-4943
,301,19.06457128243639,7942,742,7036,3386,-1631,3398,-179,-6941,3220,-5639,6643,1828,295,6473
,302,19.099695682332726,-6263,6428,3196,-7161,-5099,-3080,-1598,3686,-2448,-6542,-5284,-8001,7489,-6184
,303,19.130544410450806,-8018,-2907,-5148,4562,2586,-367,-3011,-7438,-7881,5558,-2059,-3368,-160,-4493
,304,19.16388507090054,5328,-5594,1323,-5933,-5221,3860,7904,-4356,2601,-2212,-7729,6335,6246,-443
,305,19.194427599679432,6795,-365,-1933,-7743,1239,3440,8099,4280,4699,-1934,-3326,1575,-5446,5688
,306,19.22445352398661,5279,-428,5570,4040,3190,1713,6374,-6785,6351,-3436,-6903,8009,554,4147
,307,19.25478949650736,-648,-276,747,-7406,-267,-5760,-1874,-1522,6242,-7283,3574,6000,-4290,-7349
,308,19.284615706999734,-5365,-1118,-4113,7762,-3098,-8104,3637,6568,-6936,-7754,7265,-3859,-3024,5203
,309,19.31892842205559,-1181,7548,-6517,6655,2694,3805,3186,5975,-2436,5041,1561,7492,951,-7885
,310,19.35035533663538,-659,-1839,7772,972,-7704,-5285,5303,5163,4269,718,-8071,4868,-3229,-7868
,311,19.3819267978306,-4617,-6582,3570,-7642,7348,897,7568,163,-6913,945,6921,-4459,-6496,-2111
,312,19.413351146494147,92,-2454,-2834,3719,5063,1256,6349,3699,423,-7668,4864,7404,-3334,-7079
,313,19.44642495165386,-1162,-6291,6148,7332,7156,2367,-5432,-2994,-7721,3345,3790,163,-3524,-148
,314,19.477042747309422,7403,-6071,-721,-7432,1105,698,-7778,-4254,-916,1233,-192,-3943,3387,-2758
,315,19.506581575181773,587,4900,-3095,629,1410,3130,-3050,3189,-7056,6270,-7063,2495,103,7115
,316,19.5376830460505,935,980,-323,7944,1934,-4627,-3979,-6758,6478,-2035,505,-3462,5,6721
,317,19.569479880223028,-7547,-275,-6554,630,-3510,-3799,3618,1106,-5665,7232,1948,8186,-7786,5971
,318,19.600677572951138,2725,5086,3736,917,-3409,-3761,-4869,2436,-974,-5037,2694,-5535,-7027,6019
,319,19.632263146685734,5257,7487,6058,4861,-7022,5279,-2852,7,734,-2123,5762,-4674,-2915,-7218
,320,19.663467254204466,5257,7487,6058,4861,-7022,5279,-2852,7,734,-2123,5762,-4674,-2915,-7218
,321,19.695678056198698,-7060,-3811,5844,2843,2549,697,5154,342,-7373,7939,-1655,-3405,-641,996
,322,19.725857080175473,8053,-4239,3053,-2889,6540,-3836,-6586,7007,6211,5453,7543,3451,-7103,3016
,323,19.75778349311864,-2423,-7158,-2891,2834,-5297,-4499,887,2101,-958,-3072,1870,4159,-7228,4744
,324,19.788683967214432,-8016,-6764,-249,2766,1316,500,-2174,-6201,7716,-3922,1959,-4915,5205,-821
,325,19.822518138889624,2293,7709,7251,-1115,3096,-8183,5325,-8072,-2851,5556,-997,6455,-2391,-2055
,326,19.853773564733363,2019,-5716,425,-2124,-7358,390,5705,-7775,-2511,3635,-1923,-14,5401,173
,327,19.883914099966386,-410,-2632,-4727,1482,7969,1800,5345,1595,6180,6904,2017,6058,-4374,-2995
,328,19.913180085410797,6614,-3540,-7283,-4216,7501,3362,-3973,-3270,924,1304,-1372,5908,1782,-427
,329,19.945616260382337,-1107,5090,-2097,2294,6507,2095,25,-2090,-7846,2220,6310,-900,6894,-6844
,330,19.978977448162077,-4366,2682,167,-3389,3472,3558,-2244,-2579,-2798,-2771,5879,1287,4824,-5532
,331,20.009772292038903,-4989,5262,6729,7728,1591,-2501,-1040,4268,4904,6133,-7468,-6150,-6305,6735
,332,20.043264341547403,7446,-4461,3896,-1175,-2728,-7545,3516,5815,-3465,-2645,5167,212,-6352,-5276
,333,20.076569934475053,-6875,3124,-3579,1890,-8039,-4288,-1443,-6570,2129,6169,3831,6528,5373,7358
,334,20.106848601532878,1036,7142,-2658,-7135,844,-2594,3570,-6500,2553,-2722,5556,-6945,-7035,-307
,335,20.138869953377302,7018,-607,1782,6062,-3772,2308,-4981,6306,4439,-7589,-2355,-592,-7736,-294
,336,20.168233871291932,-5638,-1943,3307,4244,1904,5218,1644,-877,-7860,3057,-6828,-6543,-5248,4487
,337,20.202811731026973,6662,-2111,2711,-4434,3638,6562,-3009,-7608,6384,7200,-5671,-256,7935,3354
,338,20.23668695736217,-298,-3655,-5520,-1127,3381,-7340,-1946,-5989,1733,7065,3868,2851,-1828,2273
,339,20.269693193393962,-8052,-4855,7084,-3965,-6239,-1149,-732,2779,1290,8081,960,673,6339,27
,340,20.308117361588064,2355,-2022,5129,-5089,-6315,-2672,-4965,-1036,-7443,7944,5198,-4121,-6239,1067
,341,20.339025533432604,-7562,2138,-1959,3075,772,-671,3607,-1438,-4678,3508,88,-960,-7959,-1199
,342,20.37051189173886,-188,184,-6092,-2242,2153,7605,-6635,-3349,7199,2551,-3665,5043,3085,2664
,343,20.402918558673523,-2258,3628,-1260,-528,1363,6364,2529,-1704,2655,4689,1967,2702,5384,-2597
,344,20.435482174152156,-6371,-3045,6248,-2716,-7592,4844,2151,-7949,807,-6227,3055,-2827,3329,6651
,345,20.469683271851128,-3876,-1003,5200,7728,5482,-2849,3169,7774,8015,5503,5727,6832,4460,4033
,346,20.50194111564328,-3101,4086,1920,6678,-8134,2410,2025,-7857,-6953,-3209,-7858,4952,1674,1463
,347,20.532028194287758,7241,5190,-8009,1893,6206,-2776,7784,5798,6968,-4330,-2801,1405,3207,-3347
,348,20.562374002820796,-6619,3515,7069,-4291,5126,6108,-2436,4452,6078,-6799,-4232,-1409,-501,-2351
,349,20.592551743839447,-156,-3540,-7021,-6330,-1898,4872,-33,-5357,-108,-3752,4917,-8063,-4680,-1428
,350,20.624806166409932,-6091,-5073,-870,-425,2065,5819,-1151,-4154,4011,337,-4318,546,-7862,2067
,351,20.663679797600526,1775,5202,-23,-3975,5070,5375,-6841,-6248,6975,5232,7427,-7989,5425,7624
,352,20.696922525580046,8076,-6519,-3922,6668,-7723,5023,-2341,897,-3838,-6313,7610,3789,4127,2583
,353,20.727014308404318,-398,7207,-5968,3629,-4483,878,-5591,7136,-7929,4428,-6312,-6857,-3674,3676
,354,20.75817650595763,-553,5957,-1335,-3431,-3498,4175,765,1745,-2594,-2884,3447,-3742,2905,6109
,355,20.791596282158416,2684,8139,2083,64,-2248,1084,-277,3508,-7432,5467,-6671,-3751,2550,-559
,356,20.821802248255818,5619,6771,-4407,-843,1927,-3981,-147,4394,2924,-5941,691,-5789,-6120,-6869
,357,20.85361960975835,-4480,-4779,3372,1392,-2263,-6049,4365,302,-6047,3255,3022,-1860,8096,-7601
,358,20.885784652912786,-7552,-4557,-8095,7339,-4851,-6396,-2396,-1434,7190,-797,6864,-3022,1873,5731
,359,20.91717778292862,-5422,-5953,5082,3451,-1562,2290,1450,6606,4314,1235,7132,-4996,7171,6892
,360,20.949431350193684,-8183,-4437,922,6519,2416,1886,6000,2468,-834,-7447,-7133,-4283,2286,-674
,361,20.980403669944483,-7124,2478,6958,-7245,3374,-4895,-7188,-755,3994,1420,-2466,4668,-1689,2186
,362,21.011578269426337,7028,3861,-5874,5371,-5959,7088,-1475,-3844,-3847,-7044,-4621,-999,7748,-1208
,363,21.043025283683424,7247,-5621,1324,-7759,7142,484,-3498,2987,-1799,-1361,565,5476,-6192,-753
,364,21.077541989081173,2788,-1894,-7650,6563,-2725,7582,76,5428,-460,-8032,6162,-4440,-6803,-3354
,365,21.110046160833342,3335,6010,-1435,4795,-6981,7030,-487,3859,-7638,2753,-2978,3308,-2660,-285
,366,21.14530655429094,1182,1609,965,-4043,343,-2287,-5345,4190,1151,-5012,5827,2163,6023,-2315
,367,21.176645372412807,-785,-447,4588,-7734,922,5031,6778,6594,7973,-4211,238,8169,8090,4720
,368,21.207249055528994,4282,-397,-7596,-5643,5812,-3091,-3011,-842,4104,-4429,-7956,-5114,-4641,4429
,369,21.23747469365098,-3333,-3287,7209,8160,5548,-2023,317,4286,6329,2769,-5816,2350,-5634,-3990
,370,21.270183283397753,4159,-2767,3516,-974,-5076,7070,6018,6569,-4478,-6944,-4873,-6498,8023,4539
,371,21.30467133606404,-6703,6765,-4634,-4290,-6333,6997,1019,1817,453,6974,-2511,3551,3162,8054
,372,21.33696809625265,5485,3394,4657,-4347,-2274,6683,-4510,4498,-3894,-7233,-243,-5204,-1496,-7295
,373,21.368596862910792,-2601,-4381,-264,-153,-7541,-2649,525,-5219,1865,-3125,-4178,-6790,-4844,-1951
,374,21.40052498646479,-4460,4268,-6383,6649,-7246,-4167,2918,-4180,7923,-3555,-5169,-2004,-7688,1366
,375,21.431388254774955,-973,6244,-2712,-3046,2430,6125,1875,-1045,6761,-7808,946,-289,-3443,-2935
,376,21.464188362201316,5617,3470,2203,-879,4471,-198,-4036,344,-5731,5478,5954,-6550,-5621,3077
,377,21.497556820077097,-6578,-5359,920,1145,-5685,-7630,2894,-4679,-3595,2692,995,-6929,-4505,6704
,378,21.53168992099544,3900,5716,3674,-2798,2514,-1432,266,5988,6337,-19,856,-5371,2248,8010
,379,21.56269517000478,1264,-5523,-3246,5973,6498,1042,-5778,-1661,-1561,3915,5167,-5449,-166,-2818
,380,21.594096425422073,-2590,-2236,4617,-6680,6009,6497,4105,-1367,1132,-540,966,7082,-892,6064
,381,21.625712362498962,2479,2024,-5582,-1790,-3668,-867,-8052,-8176,-1302,7376,2415,4770,-2298,-8028
,382,21.658760080843468,-7669,3533,-3909,-420,-3901,-4191,5345,2023,130,-2412,-3269,-5983,5286,7196
,383,21.689413371673822,5134,-2084,-771,-2087,-1427,-4059,6895,2948,-416,7727,-7401,-971,7497,3384
,384,21.722030016088294,4733,-8040,-904,247,3034,7783,1013,5282,-2722,-590,2806,-53,-6791,1260
,385,21.753892708777915,-6942,-2083,4430,-4626,-917,6426,7126,5263,3434,7693,-1978,-4579,7326,-2655
,386,21.78537650116792,-1728,-5386,-422,1387,666,-5125,-6406,5569,-4211,3964,-416,-3024,-699,-1685
,387,21.815765930277212,-2359,3581,-4603,-6387,-4105,-7564,7901,7181,1832,-6410,-1487,-5720,1396,-4036
,388,21.846858420439062,-965,8025,-4958,-2847,3154,-6512,-2311,7308,8097,5593,-3565,4808,6177,5499
,389,21.877019483002087,-2205,-1889,-6045,2834,-5692,-3182,2356,-1545,-5149,969,882,3694,4174,146
,390,21.90930042004049,4313,1892,6024,2192,3236,-3331,741,6872,2971,-4082,1117,5212,-823,4856
,391,21.941921340982045,-2542,-404,-6513,-942,6437,2527,5121,4540,-7296,-2090,-3428,-297,-3958,-641
,392,21.97314383756724,-3506,1169,-5651,-2946,6968,734,4647,4558,5117,-6605,-7534,4388,4398,-4995
,393,22.00473026660725,-2638,724,1314,6444,-1045,-693,-7291,3039,-306,7517,4897,8037,-1873,4
,394,22.035627747134086,591,-1156,5634,-4014,-3346,-4752,6661,514,1688,-6347,-7118,1179,3966,7488
,395,22.067421160084947,497,-6233,-1342,-5202,6077,-1419,3355,972,-197,4405,-439,-6693,728,-3758
,396,22.099227402617064,-4478,-4809,4652,-866,-4761,7277,2355,-2384,5455,4052,-2879,7007,-6533,5864
,397,22.131241912018154,1069,-4012,4973,-3686,-4862,6045,4709,-6019,4590,-4561,-6301,-2461,6797,65
,398,22.161999122456642,-2987,-7945,7079,6788,3804,-4167,-4012,-5368,3089,-150,-2680,-1325,6901,-1091
,399,22.192980850567025,-8082,-3170,-1133,-2841,6102,-3339,5692,5957,-3986,434,-7041,6355,6756,1194
,400,22.226098703955703,4267,-7387,7561,2992,-563,3505,1210,1816,3649,4954,-2375,-6929,-7392,-6756
,401,22.258282563829304,7456,-3095,-5623,2692,-4760,-7315,-3902,210,-935,1749,-1084,-1851,5522,-1332
,402,22.288654459177554,-7795,8165,-7853,-3568,-7649,-5019,-1875,-1806,1137,-6617,2088,6962,6333,-6041
,403,22.318959213050594,-1601,-7657,4467,7650,1117,-7497,3515,-455,3918,-3876,-3908,3703,-3081,2972
,404,22.35053623373102,2576,157,1385,2953,4160,1291,2906,-6562,5259,5859,1243,6320,-5927,-2279
,405,22.385823569309245,-5010,6282,2586,-3676,-155,-8087,-1661,-7693,4659,-1842,1739,-5554,3779,5073
,406,22.419472567361716,2631,-4160,-7403,-3943,-6432,-6371,-3867,7760,-7201,953,4528,-4512,7785,-3833
,407,22.455068240542673,-8120,-4892,1263,5728,-1495,6971,2760,5635,7066,1793,7878,5624,6602,3378
,408,22.486602068299558,6760,295,-1473,-7344,5366,578,-2803,-1625,-739,-2568,-5186,-3934,5112,6220
,409,22.518386072890838,-217,-6793,-754,-2088,2916,1993,-1302,-2012,7859,-3716,-4237,6439,2441,-5477
,410,22.549088971435364,6449,4404,-5996,-1180,-2978,-4309,8110,5281,-4165,3945,1250,-5884,5048,983
,411,22.57908239413671,-7778,-8178,5351,3478,7889,7691,443,5741,1587,-2391,1500,-7625,1116,3301
,412,22.610428054701913,-7288,-3554,-1779,5462,-1692,459,-4410,4726,3208,62,-7929,2894,-4822,-5796
,413,22.641592390518767,1531,3968,-375,4765,7432,2733,960,7685,4203,8080,6587,-4474,-7337,-1525
,414,22.674060639443436,-617,3520,-4703,-5949,4554,-3262,5130,-4017,7670,6178,-5151,4945,7665,990
,415,22.704634814522745,3930,5214,-4918,-523,-433,-6893,656,2465,-2825,2057,3806,-2691,365,1251
,416,22.738330426720424,2655,-2182,-801,3657,4385,438,5068,4734,-4643,-6685,874,-5509,-5026,315
,417,22.770136241599833,5783,-4633,-3841,-7191,-222,7752,-6274,1760,-2807,-4188,4977,2123,-7444,2966
,418,22.802435567704695,-296,3756,-7847,3910,1812,-4436,391,1925,-2775,4909,7398,-1314,-2182,7679
,419,22.83580830210756,-4088,535,-584,979,118,-7232,2652,-5104,681,-1053,7485,-5075,-667,-5807
,420,22.870667129672,-3755,-2476,-270,-3034,-3431,5375,-1502,5386,-5388,-3653,-3512,-7037,3704,3520
,421,22.911559709298796,-3110,-6206,2593,-6995,7111,4544,2165,-5530,-5185,7978,7606,1997,5345,-7544
,422,22.951527276117393,-3165,7011,-340,-2623,-7643,-4628,1728,-6665,-2366,-5065,-3065,-5211,-5880,4359
,423,22.981322695614764,2570,-4635,2038,4658,4670,247,-7666,-8164,-3109,5259,2325,-4992,-2850,-5789
,424,23.012383539476193,-5090,-5782,8180,-6592,-6524,-3804,4221,-4734,103,2239,4077,-7729,8102,1067
,425,23.045695974847177,5311,-3910,-4718,-4134,-7672,-1377,3411,-7351,-1241,-754,-3808,-7858,5141,-3448
,426,23.078420815396868,-3904,-3980,5764,6013,1153,7394,-7940,-5046,77,6198,5854,-632,6525,-2950
,427,23.108719582131986,5504,-6259,-3573,-2677,6494,-1209,-7824,-4469,2895,6304,871,3105,-2088,-652
,428,23.140072085140524,3555,1012,2802,5584,-2159,2081,-5702,-4727,5534,-6462,-5699,1896,-1153,3322
,429,23.169507848710158,644,1302,-317,-5260,6000,2166,6367,6420,2883,2107,1368,3753,-6069,5554
,430,23.20429782418855,110,-7279,-2930,-4594,-830,-1372,4014,-8174,7557,-703,-3392,3991,3480,2605
,431,23.234434938199907,-169,-791,4483,7324,-2728,-2673,-7111,-1569,-6936,-4415,1838,7969,2093,-5492
,432,23.266117161446594,7310,168,5789,-434,664,956,5603,-6578,5781,5331,-969,2212,6725,-4151
,433,23.299641284908223,-6288,-6700,3291,-2570,5784,-7849,1731,-5038,-2339,383,-6266,-356,2285,-4415
,434,23.330593932634436,4143,-2115,4203,-5980,2813,-6029,-5545,3298,-7507,64,-8140,7350,-2625,-6356
,435,23.361005599684564,-5515,-3315,646,7959,4855,-5971,-5753,3113,-7118,7004,2080,-2238,286,-5982
,436,23.390416131744406,3109,2558,4653,-7052,3090,-4297,-5734,-1241,-6983,824,-1657,306,5012,6123
,437,23.423840184472272,546,-4852,-1127,-585,1059,-7591,2584,-1708,-567,-6236,2298,-5084,-7835,-4433
,438,23.455377005798116,2599,-3148,-2155,-7864,-6902,-7260,-3744,1562,-3072,-1285,5065,-3122,-5733,-3610
,439,23.486655097235396,2430,7030,-3727,5736,7463,843,-4009,-6011,-734,4900,5542,7219,-1422,-2138
,440,23.517596198338484,-5247,-7076,-2481,3253,-1493,7012,7978,-2991,-4962,2256,3221,-4902,-7234,-5985
,441,23.54955126401311,2878,-5959,-4224,-7550,-1670,1654,8096,7822,-6966,-7744,-3530,7159,-3852,-1438
,442,23.580979889203736,-2666,-4191,6555,-1344,-5959,-1305,-6287,7532,-4611,3927,-7705,-5431,-5701,-277
,443,23.611472382615748,5906,-6062,-4617,2575,7311,5035,3689,1470,-5704,-3810,-2708,7265,-6978,-6765
,444,23.642500297218632,1170,696,1668,2019,-2488,8132,4135,798,-3630,6314,-3611,-6841,5525,-2289
,445,23.674950584729547,-7048,-5264,-3812,-2902,5979,2089,-2102,4952,3237,3374,-1230,225,2323,1912
,446,23.70672347035041,-7522,-6077,3552,2142,5146,4438,6497,920,-1272,-837,2573,770,-2854,-5058
,447,23.739174185514035,7656,-5826,-4966,7274,4483,-817,-1822,1579,7858,2074,5365,-3815,-5174,7901
,448,23.772131669137075,6453,-4171,-219,229,-7716,5160,-981,1632,-3189,-2110,-772,812,6215,6166
,449,23.803145043547875,-7752,-5770,1293,686,3054,-1333,-4674,8031,-7522,6839,2257,-5912,-6686,984
,450,23.83312991319505,-4393,6011,-4074,1759,1879,6014,5412,5073,7138,-962,-1701,6429,255,5629
,451,23.863451345523718,-2717,-1241,8136,8020,4154,-3706,-3500,-1125,-7920,-1789,7610,1571,-529,7211
,452,23.895929002807968,2471,-353,7360,-2803,3419,3104,-8167,3464,-1707,-3749,6460,-1834,2103,-7534
,453,23.929583132692937,2678,-1929,-1964,4080,-7365,-5378,5119,-5580,5490,-5036,4305,-2631,-3258,4133
,454,23.96354132365356,-588,-4546,-6576,-1837,-4396,7116,6923,199,-5904,7378,-6169,4589,-600,-3640
,455,23.997263877971864,-3792,-6233,-3315,-5202,6077,1583,-1126,6948,-197,4405,-3426,-6693,728,3700
,456,24.029729560980282,1120,-2151,7836,846,-2400,-5898,5929,-6445,-3994,-5959,-3094,-4141,6400,1320
