Sampling Freq:,Counter:,Time:,F3:,F4:,P7:,FC6:,F7:,F8:,T7:,P8:,FC5:,AF4:,T8:,O2:,O1:,AF3:
,238,19.990125926616507,1906,6439,6488,-291,2026,-3905,-3297,-5266,2493,6908,-5238,7566,7256,365
,239,20.024938567688444,-2408,487,-817,-6824,641,1532,-7450,-7236,497,-7058,-225,5044,-3947,-3398
,240,20.064719677926192,6089,-6648,-5081,-8112,-6400,-3228,-7212,2152,5746,-4477,-7382,-7271,5789,-5266
,241,20.10414284284704,-7473,5564,-3913,-4704,7963,7945,-4741,4112,3527,2605,-1637,-5697,-6743,-1329
,242,20.14571795619639,4782,1333,7288,-5222,4219,-4277,933,-2582,-6465,4517,-3905,47,-4217,2955
,243,20.18472886390637,-1997,-2544,6782,983,-1545,-769,3950,-565,2208,-711,7666,-5233,5464,6296
,244,20.222396942112074,-3709,1411,-6407,-6020,-1659,6962,-157,-5511,-2305,-1565,-4198,613,8162,2807
,245,20.26025874699467,3088,5583,-5010,-5810,-3948,-5502,5028,-5702,671,-3560,-6223,3716,536,7652
,246,20.299614342787596,4408,-8097,4760,824,2909,7599,-251,-555,6166,-3897,-5940,6681,-4388,2139
,247,20.337509932234152,3341,-4819,4445,-5856,-2117,5360,-7537,-2540,3097,-6075,-4613,-3209,-4330,-1893
,248,20.372887502533843,-3140,7239,-1770,4046,-2518,-4418,7614,-5228,-1314,-5224,331,-111,-7965,-408
,249,20.40903099883422,5091,-5932,6429,-6657,416,7295,3224,-1037,-6348,2461,3169,774,7271,-5192
,250,20.44596950151945,-4222,3398,-4390,-1763,-7678,7868,1622,-5533,2107,-1867,-8020,-7384,7558,-1251
,251,20.484113129536862,7441,-2089,4445,-6696,4903,-7697,-4336,7051,-6639,-7063,7415,2414,-3784,3707
,252,20.525076699513246,-8043,-6251,6884,-2701,4416,-1848,4596,3357,6169,-3792,-956,1878,-4579,-3973
,253,20.56128348841446,-6104,-3188,-51,2187,960,-1964,-3210,883,-2338,-6905,509,-374,4524,-350
,254,20.598047936447387,8014,-1464,5022,7813,-3617,-7724,3791,-5802,2796,-5780,-882,-1177,-391,-2733
,255,20.637189278233418,4303,6332,1547,2343,263,6220,4685,-3005,-898,-5668,4748,-8060,1091,-2396
,256,20.678390195462946,-4433,1926,6415,-4714,-1920,-3657,-7975,6924,-5240,4635,564,-5433,-180,2825
,257,20.7165205662464,6427,3325,-5392,-6121,-3242,5643,4338,1334,-1997,2959,-7129,-872,1116,-6476
,258,20.756217428900598,6701,3780,-122,940,-2696,-3254,-4355,-1025,-3749,1625,5666,-6566,-3125,1474
,259,20.79911227850797,-482,-5195,3714,42,2917,518,7458,6995,1382,7116,-3569,-562,309,2235
,260,20.833698263644475,-5763,-6616,6887,-11,3455,1898,-3180,2283,1673,-6560,6688,-3434,326,-7708
,261,20.871377460820597,2689,-881,-6081,-6930,-1370,-5454,-4084,6490,-8161,3990,-2681,737,1242,6265
,262,20.918001442044933,5017,7635,6882,2364,1813,-2569,6073,4018,1,-4760,-1022,4896,-1639,1778
,263,20.96320818219374,3393,3781,-1490,-2959,8149,-8095,-4103,3632,7906,-910,1688,1894,1302,5131
,264,21.006393407990092,-7451,-6700,4086,-6063,6850,-113,-347,-5831,-7867,5345,380,899,-6361,-8108
,265,21.04834913224989,-5384,6610,57,-4725,-4885,3232,2399,-600,-1174,3893,8069,-3231,6282,2473
,266,21.09127904937935,664,7567,-2684,5096,6369,-6136,4571,1110,-1289,7093,-5245,2108,-4815,2117
,267,21.14026966069179,3434,1076,-552,-6065,3500,-6333,7644,-3802,-3687,7455,1980,-3105,5727,2132
,268,21.188259564666648,6034,-3424,-5272,-7881,-5094,-6292,2638,3322,-235,3600,6889,-4152,-2875,1691
,269,21.237903629317476,-5741,-553,-2164,8187,-4220,4961,7080,3522,4910,-834,-2067,-7269,2207,710
,270,21.27363615136511,1278,-3469,-7688,3338,4132,7067,-7967,7802,4821,-5081,1114,-7566,2174,3510
,271,21.310330464353864,-3761,-4271,6502,5337,5436,-3264,406,6244,-3862,-8018,3841,-1554,148,-5854
,272,21.346784864173223,7883,191,1715,-4308,1125,1278,6956,-6335,-2086,5641,3605,4349,7932,-2704
,273,21.386827697868494,-2855,-2077,-5957,-7529,-5660,7987,3451,5840,-633,-4134,4350,5073,4060,-983
,274,21.425096200476748,8189,-4270,-1568,5544,3282,-8095,3602,6220,-7425,-4058,-5170,2946,4886,-5704
,275,21.463345031060417,-1895,-4108,6338,3133,6025,-7482,-809,3138,3947,1268,-5098,-1083,-4307,-1252
,276,21.50196164297328,4459,3495,1958,-370,4774,-4731,-7860,-3230,2708,-7034,-7310,-4410,1926,-2098
,277,21.53871711029933,-5869,-6666,7623,1433,4744,-680,-7986,5623,-424,-4684,3954,-1690,1454,-1859
,278,21.578360944017696,-2133,308,-1955,-6884,7457,-17,-4951,-1714,7827,2461,-2266,-1148,-1138,-1229
,279,21.617264510897876,3022,-3105,2784,262,2431,-4706,-6420,-3919,-5631,-1978,3725,3074,7889,-576
,280,21.65237864712921,-1772,-6811,4830,-75,-5410,5011,-5996,1010,771,-3986,1147,-2848,-6176,2340
,281,21.68788151967245,6208,-1482,-1878,-6808,-5752,-3834,5872,-6149,7330,-5568,4426,-87,2951,-7448
,282,21.726919369503058,1038,8109,4206,-4560,-6240,-7320,2233,-381,7083,8004,-7412,383,-2496,681
,283,21.765283666317988,7013,-6831,-3,-1900,3663,4403,7608,-1966,2748,-5495,-4462,3749,-3257,249
,284,21.80424111743942,5084,-1904,-1527,4833,-6378,1791,7218,3038,-2059,-3020,-1414,-4176,-3913,7911
,285,21.8430630026523,2842,6017,-1078,1728,-6648,4596,-3828,2598,4628,2855,3099,1618,-7699,-3932
,286,21.884788649755,-2640,-684,4959,3060,7635,-1251,-2242,-4604,-1954,292,5017,-2087,2311,-6538
,287,21.91911761561377,5613,-169,-3075,-7921,-6653,68,-5265,-1697,-7678,-6501,-3095,7509,2797,-3429
,288,21.953452568610462,2536,-1736,2427,-3571,7170,-3632,4201,-1249,-4368,4345,470,6766,-5451,1560
,289,21.989185945963513,-4869,7903,7484,-2439,7652,-4431,-3737,-6429,-6564,-944,707,-7165,-428,-1765
,290,22.027201278168416,334,1308,1428,-6422,8177,5572,8041,4875,4084,-1025,-1433,-2631,2137,-4357
,291,22.067416455905157,6132,258,2569,4415,2190,7734,-3158,3225,1655,-2996,-6088,5581,-6190,-2850
,292,22.103216547080713,-3758,-5489,4628,-6127,5921,4155,4392,252,2686,123,-2282,-7258,1725,-3902
,293,22.141713416235238,-7387,-3001,3137,-5615,5813,-7831,-699,-2834,-4447,6637,1304,7056,-7006,-1414
,294,22.1803146326506,-2488,-3684,-2038,-4887,-8162,4692,-3893,-4954,-6388,-5990,1009,2538,154,6696
,295,22.221496305508253,-4637,4594,-8133,7513,-5033,7264,-1970,5255,-7537,815,-2592,-4446,-3904,-2731
,296,22.262373489637547,6511,2197,-4798,-2756,-3737,-8172,-6149,2606,1705,-5168,7149,7698,7405,5627
,297,22.298478069541463,7350,-2994,6247,3266,-6873,1371,-7513,1272,1108,-7318,-1941,1870,4290,-5802
,298,22.338253620294,-1291,16,6275,-39,-77,-1042,2504,-1647,1905,-762,2793,-5211,-7411,-3298
,299,22.37508520980214,2797,2351,1584,4446,5416,4230,4222,4632,-3220,-1847,-4267,6199,223,2897
,300,22.41077069005186,-2602,-4814,2673,5704,700,7369,-6147,1742,2491,3813,-1819,2606,7291,-247
,301,22.445765938830267,5497,-7501,-4479,-2789,5784,-2041,4765,6017,-2862,1985,2719,-6014,7826,3369
,302,22.48577156673991,-2243,6452,-2268,-3958,1386,-4890,830,-6397,-1740,-4675,-7144,4181,4642,-7558
,303,22.52508311430387,1694,-4871,8020,218,-1373,-2489,8025,-7992,3717,6070,1326,7043,-1017,3684
,304,22.563233584764614,5025,-7163,-6421,294,8053,-3526,5746,3709,-4425,-7773,-3875,6150,-201,5876
,305,22.601458466796615,1049,3064,341,-1472,-4305,-4094,-1652,6306,1121,-5240,-378,1151,-4707,-7716
,306,22.63769989556721,7047,7217,5464,5587,-2220,8108,6771,6344,73,-303,223,6041,8112,-3048
,307,22.673592359727774,2502,7713,6914,17,6987,6549,-5701,4237,-1290,56,-2580,4854,-7808,-7420
,308,22.71519997468296,-7877,1386,4910,6912,-1256,-5176,1602,6961,7887,-1274,3335,2983,-1767,5101
,309,22.751778393787745,-3652,-7033,-4997,-2677,-4007,-3790,-5785,6604,3120,2521,3487,3319,-1769,-6287
,310,22.78793814089104,-220,5422,-6477,-1176,-6820,-6978,984,-6587,348,7540,5649,-1854,8011,-486
,311,22.824901019780647,-8149,-4790,3004,-2140,-3327,225,-7597,5042,-4821,-181,-6836,-7690,-2222,7983
,312,22.86081230066038,-5640,-7432,4036,2781,931,-769,148,4405,5125,3967,1398,-6017,272,-3248
,313,22.900382150460196,1282,-6540,932,-2463,-1232,1664,5970,-3025,4925,-3006,2617,1362,5773,-5377
,314,22.935803768988848,5268,-7065,-1006,403,-4133,-3163,-1044,3625,-4340,-8026,-1010,-4078,-1689,-1241
,315,22.974864284412998,1347,981,2889,3650,-5668,-6433,-94,1102,6876,6721,-723,7247,-6104,-8139
,316,23.014157442910502,-3248,7448,-4008,-8154,-5046,1237,6361,5167,-3734,4115,2967,-2955,-712,2207
,317,23.052407128799587,-884,817,-3252,7069,-631,2887,208,3601,174,7383,5625,-5213,1166,3145
,318,23.08737286954112,1022,-191,2132,4172,1281,-5875,758,2251,-1325,5736,-2195,-4425,-1371,5371
,319,23.12249170995225,-1440,5813,-6151,108,-7877,-785,-5746,7422,6442,-8154,3159,1315,4479,-610
,320,23.171138488487163,-1413,6151,-2737,761,-2277,1939,4768,1837,-452,7002,-6112,-1550,3761,-5538
,321,23.213050164518,3534,-4160,-4998,-156,-7589,2125,-4139,7503,-1534,-2763,3960,-7653,301,3105
,322,23.2526396863424,-4212,627,-7809,-6034,7844,6279,-3123,-4529,4003,-4155,-1739,3719,-4717,7218
,323,23.290226938186223,-680,4178,3361,-4380,-3264,-4819,-4484,2552,-1444,663,-6372,-133,-1117,3424
,324,23.326624887848077,7124,3198,2469,-4636,5093,1161,5932,-6919,4460,6001,7089,3577,-3200,1621
,325,23.362037953322563,-4373,-199,-8110,8039,-3303,3341,-7129,-1015,-7017,4565,5868,2761,1083,-1649
,326,23.403858539326514,5811,864,-8190,-951,-2890,4717,-5104,5718,2789,8034,2748,-906,-772,-5784
,327,23.440805167413206,-6551,-1496,4748,245,-7250,7547,-1148,6557,-6209,357,-4874,4293,-1162,-7688
,328,23.482526965641526,3916,6321,789,2497,7400,3636,2947,-2340,-3314,3425,-6760,7323,-3796,-122
,329,23.52580370911747,-352,4633,411,2462,3520,6367,-3756,-3017,-6233,-1155,-2857,-4582,-3891,-8093
,330,23.564349758333453,4828,1027,2465,-6309,5558,-7439,-336,-2885,1299,2899,-3921,109,-2274,-6152
,331,23.59910252802622,697,3215,-4365,1783,-726,4532,-1623,-1598,3294,7133,778,8182,-5666,-5421
,332,23.6435565994083,1172,5001,6376,4279,-1343,-8109,244,-174,3228,-5702,1417,175,5085,3129
,333,23.67961499281971,-1381,-6033,-2537,767,2066,4828,5070,-1699,1457,-3631,-4019,-2698,5575,2398
,334,23.720088900445017,-1002,-3749,1524,-7618,7337,-7399,-5302,-4295,-4125,2654,-3231,1785,-2805,-2453
,335,23.759361959265224,-6448,-5426,5119,8033,558,3374,-2068,6444,3047,2225,-2830,1181,-502,439
,336,23.798131670847685,-7162,4578,-5108,281,-668,3739,5889,-782,-5855,-3922,-3415,1860,-1657,-1513
,337,23.840813977059,-3307,-6859,3438,-7596,518,-4487,-7425,-6502,-4351,8056,-7776,3083,-7237,2332
,338,23.881171135494917,1707,-3368,-6704,5614,5603,-4734,-4077,-7074,-6918,-3727,-1894,-1531,5492,-5445
,339,23.92188324567878,-4585,-5237,7751,2842,2838,7819,4807,-5391,1397,-1738,-4946,-8130,-190,-602
,340,23.960872343100636,3264,2356,-2375,-218,5677,-6876,6588,6952,-6067,7452,-290,4187,3497,-1971
,341,23.999492803887875,-5323,-4165,-6904,6288,-5356,-1038,-4518,-3857,3683,3389,-4753,7327,7500,7150
,342,24.038252679458044,-3539,2765,4618,3985,8117,2966,-1703,417,3732,-183,-2065,-7244,7536,-3037
,343,24.079677259054048,7082,7644,2473,1404,2682,-7626,-269,7574,7451,-4423,6339,-4967,2158,-5989
,344,24.11949215385576,-4782,3802,-7847,-2993,-1531,-3798,231,-4055,-1524,1570,-2595,662,-1852,1419
,345,24.180056330414747,-1741,8056,-1916,-4298,5138,-1868,-5025,5794,1313,-4296,2066,-4414,-2325,-1539
,346,24.221527524155963,1364,3276,-2809,5772,7121,4237,4932,-1655,-2772,6371,110,3504,1494,-4695
,347,24.265873827055533,-346,-2128,-5550,-5738,3842,-7336,3703,103,-980,7895,16,1191,7373,4315
,348,24.304714956640293,3824,-8119,2458,2226,1911,-143,-4668,7657,-2256,6323,1343,6068,3428,-6048
,349,24.346312735583187,245,-7557,639,3351,-4750,5887,-6567,3012,-4308,-3681,-7342,-422,-6353,101
,350,24.38738150812583,1638,-4235,1363,3263,4531,7152,-3714,-1819,6713,1013,2446,3301,-1604,6002
,351,24.43252367271567,7612,-6776,5747,60,-6753,1922,4462,-1588,5676,3074,2780,-183,4676,-1547
,352,24.471658599711077,125,3900,2460,1893,-5075,-78,-4197,-2164,7245,1669,4580,-4248,5977,-6584
,353,24.507120417594315,5309,-7983,4012,2937,-6622,-2702,-1942,-2220,-2073,4015,291,-7115,1472,1265
,354,24.551457312134303,-3825,-5458,-3768,-2643,4973,-3157,-5264,6387,-3704,-7897,-351,1963,-5579,-5635
,355,24.59400276947894,-3042,-5182,2009,7596,-5116,-2508,-2682,7914,-1766,6756,4685,8052,-1141,762
,356,24.632043333193632,4974,-1278,-7070,3139,6090,-1703,-144,4718,6140,4789,1045,147,4272,2568
,357,24.67280248517542,3358,2145,-6665,5007,5053,-2160,6191,564,711,-6578,2579,-4088,3421,3486
,358,24.710711759508644,4579,311,-2729,1552,-5013,-2343,4088,-2116,305,2264,1560,-7995,-3194,1915
,359,24.7522462458507,4807,-5476,-2965,-2297,-5535,-3023,-6053,-58,-5549,-1356,-3394,1566,3538,-2532
,360,24.791062143925664,3664,-2984,6420,-397,-139,6228,-1342,-1864,4167,-2742,-6782,5020,-3958,3999
,361,24.824425469968944,-7412,6366,4784,8039,4556,-6539,-4717,-3838,2667,2263,-5457,1679,-6963,659
,362,24.863071589918686,-40,7898,-3098,4171,6321,-3128,851,-2627,2513,662,-5259,848,-6193,1917
,363,24.902950632626652,778,-1284,4447,-3522,-4199,-7517,552,-5400,-6304,1574,2048,-6346,-6304,-7872
,364,24.94509153050917,3235,1081,4685,6965,-1390,-498,-1433,-5913,-6073,5714,-1301,-6077,-3227,6742
,365,24.982681348269246,-6784,0,6534,6521,5817,-5583,2619,3620,-3495,5709,-1654,540,5947,6413
,366,25.021034098461048,5483,-4515,6675,-5608,-8028,-637,3799,3089,-317,-5991,4679,3967,798,-3291
,367,25.065543764695217,7050,-6031,7813,-3526,892,-5210,-6818,1094,901,7784,-2232,3515,7601,7225
,368,25.10424419653892,-2319,-6803,-7510,1034,6038,-1829,-2680,7481,-4015,3560,-8073,-5096,5807,-1545
,369,25.14770825190113,-7152,3363,-5385,3988,-7466,-6696,343,-7343,1978,-3668,-6860,-3511,1449,-7598
,370,25.20783665035029,-3851,5420,4258,8002,-6374,7496,3528,-955,7761,7278,3992,-5475,5397,-3655
,371,25.274541064496017,6716,-6412,-6803,1345,-985,-3350,-2703,7332,-521,1388,-3121,-7995,3989,-5341
,372,25.31770191408799,5126,-3311,-4371,-6762,701,-2625,-4445,1879,6411,-7782,5202,674,-7811,3445
,373,25.36560286629951,-1109,-5045,-147,-7191,-368,-808,-7665,-5947,-8145,460,-3382,-4537,-7759,-5970
,374,25.411737612825476,1691,-7363,-4167,-4731,2407,3274,1719,700,5763,-7289,-2258,1450,1506,-2908
,375,25.45653851055404,2993,7321,4403,-3765,-6896,-721,-657,5853,-4702,-1223,3523,-2681,-2555,-5055
,376,25.502203266753508,4151,-6691,4257,-1235,3245,-5746,1446,-7846,-7490,-8162,5860,7161,-2036,-2071
,377,25.541152164820776,-4756,3145,-1584,575,4536,-1664,1264,-4520,-997,-2520,-777,-4299,-719,-4493
,378,25.582646879460953,-6297,-5573,-2928,822,-1750,-3779,6479,3359,6803,-6670,-5630,958,1508,-6356
,379,25.624433253248235,3185,5836,-3943,-2785,2231,-2672,-7283,3168,2383,-6066,-1034,5540,-6341,5538
,380,25.66684100642078,-1069,-2434,-1900,7376,5430,-7071,-6424,6383,8105,-6511,3848,-1332,3782,4414
,381,25.703767962482882,-7753,514,5755,-2490,-886,1772,4917,709,-7084,1612,2944,-5788,278,5827
,382,25.7433839987752,6933,-5291,-7646,5951,-506,-6496,-3987,-1192,4379,-1097,5222,-901,2437,5384
,383,25.787085401390556,-1320,1451,239,6057,58,6640,3449,-322,206,-5240,4249,1529,-3187,-2537
,384,25.824416489262067,2130,-872,-940,4483,1215,-5529,2494,-8051,-5482,-6109,645,1690,-7323,3829
,385,25.86234244205092,6511,-3513,-6787,7512,5358,-2084,1787,878,-6876,-6169,-5483,-3812,-4117,-5720
,386,25.902443864167235,3977,4833,7062,4124,4009,1643,6648,-3108,-4382,3886,4295,-239,-2499,665
,387,25.94177251783953,4621,-7312,5030,-7191,-6124,-2003,4004,366,1003,3093,4641,6379,-2303,-7507
,388,26.08139513998356,4020,-3609,6340,3471,5209,5586,6865,-4839,-1900,-7515,-6375,-7947,-61,-2498
,389,26.132002706186338,-941,-1578,4469,-7687,-1520,6835,1783,7358,4893,-6280,4349,3616,3348,-5458
,390,26.179739439757846,643,-592,273,-2222,-5719,593,-3538,-510,-2542,-5953,6720,-5427,-7628,5830
,391,26.221649832830558,2339,3415,-7104,-6694,4446,5341,294,-1695,487,4542,5975,1522,-4323,7613
,392,26.267099907370422,-5838,5373,397,-699,1605,564,3034,7565,1712,-77,-5357,4536,-4563,-4140
,393,26.315547399743238,809,-2847,4227,-727,-5037,4731,-7982,-3029,4628,7979,5330,2983,5554,3786
,394,26.352128384764274,-814,3698,58,-5827,-3428,-7050,5811,1408,6971,-4921,6411,3990,5702,1799
,395,26.388666176861765,-6604,-448,5523,-6628,-2944,2705,8113,-7591,2192,-2841,-849,-7840,4937,183
,396,26.421964072040666,-2383,-3788,-6752,1012,-2070,5667,6608,-6091,-6078,6038,-6384,280,-3812,4439
,397,26.464701973104066,-2383,-3788,-6752,1012,-2070,5667,6608,-6091,-6078,6038,-6384,280,-3812,4439
,398,26.49982423473686,4533,-4200,-6244,6782,-7974,2401,1959,3036,-7044,-5769,1410,4079,824,5422
,399,26.541478463837258,-4489,-5484,-2702,-5096,6378,-6351,-2100,-6207,2715,-327,7866,-6944,2590,-4151
,400,26.57674869330715,-738,2728,-3780,-3696,7824,7625,-7023,-3519,-7474,8072,4502,-2630,2835,-6007
,401,26.612482070660203,7191,-6559,-2897,-4470,2487,-6634,-1428,824,2552,4124,5907,2492,242,-3565
,402,26.646077184471416,3869,-173,6828,3546,720,-6850,3318,-5186,-4443,108,3523,294,-589,-3686
,403,26.676109095916516,7327,-6217,-6520,7472,569,7207,-7795,6873,-5362,-1094,-4800,2428,2677,370
,404,26.708356676043664,-4876,-6800,-6619,-5390,1,-2840,560,-2041,5203,4813,-3154,4233,7811,-1901
,405,26.741026349393973,-7944,-2387,8141,3579,3253,2194,4020,-637,-5765,4846,4058,-3949,-139,-1131
,406,26.777219025755812,-6686,7171,6795,2111,-163,-4660,-7008,7086,-6263,5322,-1727,-8050,6566,371
,407,26.80511053539553,2882,-2041,-5570,7917,3824,-2321,-4676,-8069,-5898,-7572,8060,-1020,5678,-2430
,408,26.83554272977566,5451,-1864,-2252,-6960,5085,-85,-7978,-4949,200,-3375,-6850,-5602,3909,359
,409,26.864746277924652,-3836,-7068,6147,-5218,-4947,-54,-3115,-350,-6232,-5583,7440,5777,5954,7465
,410,26.890939578659445,3897,7213,-5226,874,-4776,-4757,6739,373,-64,-4038,4731,7533,6652,4240
,411,26.92137519426124,6073,6806,6569,-3799,-8089,-5393,6896,-2600,-5748,2605,7861,-6188,-7402,-3817
,412,26.951443456186553,6075,3451,-7286,-8169,7586,-7107,-1047,-2978,6534,6521,1799,-3449,-411,-4565
,413,26.98095192071661,-6,1101,-274,-5137,-3005,-6157,-7988,-3418,1095,5284,7259,6565,-3412,1454
,414,27.01074178072877,6628,-1627,-1970,-3480,-4285,-8167,-6912,-887,6767,-4276,-5035,-1937,-7725,-1091
,415,27.04410810034101,8153,-5253,4510,-38,-4015,-5705,-1156,-5377,4407,-5966,-635,768,3378,2162
,416,27.072230542443247,286,3286,5638,-3705,5282,5145,6906,7522,4322,2759,-7179,-7460,-3365,-3371
,417,27.10373357920513,5140,-5019,7659,2757,-2853,-2959,2259,-8134,-3472,3110,5918,-2801,-5909,6093
,418,27.1338099665319,-737,8043,4252,-7993,-5385,-839,-5391,3384,7389,-7037,-1222,-3333,-6209,-6052
,419,27.162873672245254,-4919,6049,-6089,-6641,985,-4435,44,3994,7404,-7255,-2429,1511,7957,-5259
,420,27.194127387478158,4386,5693,6661,-285,-7903,-1958,3521,-7172,-3815,-7411,-1692,-5043,7698,-7399
,421,27.22182174921932,-259,2139,1488,1622,6254,8118,1641,-2634,4573,-3169,1054,-390,3268,6992
,422,27.252668766726565,7454,-774,7177,-3359,-4553,6308,-3740,2087,-7104,-4688,-5728,3493,-3843,5307
,423,27.28342768777589,6865,4487,-3874,55,5134,-5354,688,-6901,7616,645,-3058,-321,7098,1597
,424,27.31515096568258,-469,-7815,7587,-4024,-7126,-1533,2481,-2822,3701,-1605,-3764,-4349,-1802,828
,425,27.34455935947888,5429,464,-4212,-5494,456,-5917,19,-8181,-1377,4812,6698,1207,-2613,-1885
,426,27.378600087412213,-3215,8135,-7839,-1353,-2229,-5365,-3480,-8183,740,-388,7453,-1646,740,-4306
,427,27.40822701174249,1096,-1191,-3494,-2561,7194,-6820,-5663,-3748,1063,-7945,-4252,1231,1233,7286
,428,27.43755329621878,-1459,1115,3597,1757,3978,-6821,6746,-1060,-7518,-127,1348,-3356,4104,-2568
,429,27.466317645036277,-6823,7071,8181,-34,2199,-7581,2327,1443,2255,-248,-2409,-1213,3561,4025
,430,27.49531891345421,-5122,-5160,4181,-7794,7453,-4279,-1912,8123,1165,7698,3270,6416,3545,-7157
,431,27.525419676985358,-5231,-3655,-7019,-5886,-3611,-6879,-8029,-4188,-6992,-2643,-7678,5991,652,1526
,432,27.580862712361643,-3207,-3216,4366,4066,-6943,-4939,2090,-7268,-8068,-6215,-110,831,-1505,5700
,433,27.624148436544463,-671,-4191,3738,6747,-3336,2950,446,5199,1533,-568,-1737,-7359,6943,-5422
,434,27.658646325223042,949,-7323,4653,-3194,6728,-705,6008,4441,4866,7343,5163,2124,6645,-5586
,435,27.691604664151498,-5473,-850,-574,-8123,-6314,3181,-1140,-1478,-6471,3442,-4661,-908,-8098,-2822
,436,27.72006366893522,7570,4361,4023,6646,3702,4377,-1548,-5473,7457,-3265,-5021,-1030,274,-5248
,437,27.743377156331867,4968,4296,7030,-5535,157,3053,634,-7362,-6318,-7636,7043,3590,-4574,-5082
,438,27.76635964053224,-142,-6037,-3807,-3849,6685,-7179,5007,3807,-7576,-2832,6530,6018,-349,-7421
,439,27.795528121159144,-725,-7459,827,7313,235,-6912,5987,-5486,-6362,-5018,2526,-6075,-4342,-7542
,440,27.818688081233486,4351,6133,-2673,-3872,1375,-2945,-2567,3652,1044,1578,-6580,-5313,656,-5257
,441,27.844323295183862,-1683,-3072,-6408,7640,-2172,-148,-3160,-2158,3981,4637,6477,2576,8008,-4248
,442,27.868819669971852,6149,-6287,2160,7244,-6321,923,-4717,6056,620,2562,3759,6346,-383,-1875
,443,27.891869295647435,-2306,-5579,-1803,26,6540,-1919,864,-789,1013,2296,-4008,-3055,3673,3682
,444,27.91427958052401,3892,6285,-4700,-6277,2949,-4929,1523,2783,-878,-6000,447,-4610,8071,6020
,445,27.937248379837715,6057,-7441,6455,-1291,-7525,6306,4434,-5659,3159,-776,1037,-449,7123,-535
,446,27.961081892927737,300,4722,-1060,8034,1365,-785,-180,-7018,4147,2115,757,-8082,-1317,-314
,447,27.985124955844856,768,2772,2793,5546,7041,6173,-2253,2630,3291,-2422,2134,3404,5464,4107
,448,28.011423886798617,5464,-6718,1925,135,-6193,1992,529,-404,-6867,-2583,6544,-4628,2722,-5617
,449,28.036738361217715,7594,-7881,3832,3710,-585,-8,5908,2039,6910,717,-7546,-5825,-691,647
,450,28.06432495447637,4891,-1951,-1145,6912,-8143,339,8023,-5222,7362,-600,7237,-7400,5624,194
,451,28.090690599252635,-479,6382,-5433,5306,-1573,6585,-5783,-5931,-3584,4135,691,2818,2814,-8055
,452,28.111700321509307,-1959,854,-5529,-4535,6277,4050,-6646,7430,-7083,6457,3043,-6580,-6176,-6640
,453,28.13471060313572,-6518,-7427,-4457,-145,3072,-1226,-7514,5957,-8127,4756,-1956,5180,-2876,4899
,454,28.16240795844584,-1082,-2499,-982,-4636,5257,-1389,3644,1982,719,-4465,2642,7326,-5578,-727
,455,28.188252722223314,-559,-3426,4561,1117,1553,-3847,-6965,-3766,7343,-8148,1134,3980,-7640,4598
,456,28.212458293169618,5241,3051,7458,-7501,-318,-1331,-1292,-4322,4648,-3324,1835,-7564,-2155,1417
